id,REGIONAL,MARCA,OPERADORA,TIPO,DATA DO CONTRATO,DATA ULTIMO REAJUSTE,DATA PREVISTA,STATUS,RESPONSÁVEL,% PREVISTO,DATA REALIZADA,% REALIZADO,CONSULTAS,EXAMES,CIRURGIAS,HM,TAXA,OBS,ROB PREVISTA,ROB REALIZADA,ROB REAJUSTE,PARAMETRIZAÇÃO
e8b62759-ccf7-4644-a393-0560d20a0e00,BA,Oftalmoclin,ASFEB,CONVENIO,2016-08-04,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 09/2025,,,,NaT
c3dbd2cb-3be0-4fb6-b129-e1c4ada0655d,BA,Oftalmodiagnose,ASFEB,CONVENIO,2011-01-14,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE MATRIZ MÊS DE REAJUSTE 09/2025,,,,NaT
7f8e5b6f-4567-46e1-8a55-2b1044f5b13e,BA,Otorrino Center,ASFEB,CONVENIO,2019-11-29,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,3.5,,4.0,MÊS DE REAJUSTE 09/2025,,,,NaT
fa4acd70-a30a-4cf4-8e72-f64ecaa58e5f,BA,Oftalmodiagnose,ASSEBA  IRECE,CONVENIO,2021-01-09,NaT,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,ATRASO DE REAJUSTE POR FALTA DE RETORNO DA OPERADORA,,,,NaT
84832fae-6fea-4361-811f-d76e09faa48a,BA,Oftalmodiagnose,ASSEBA PAULO AFONSO,CONVENIO,NaT,NaT,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,ATRASO DE REAJUSTE POR FALTA DE RETORNO DA OPERADORA,,,,NaT
e50565fc-6c0a-42c0-ae71-08ef519febc8,BA,DH,ASSEFAZ,CONVENIO,2018-08-01,2024-07-01,2025-07-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,mes de reajjuste 07/2025,,,,NaT
4aa7e8ef-45c6-40c3-83e3-95e37acb56fb,BA,IOF,ASSEFAZ,CONVENIO,2015-12-01,2024-12-01,2025-12-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 12/2025,,,,NaT
d66be659-ba6e-4841-beba-815471f87435,BA,IOV,ASSEFAZ,CONVENIO,2015-12-01,2024-07-01,2025-07-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 07/2025,,,,NaT
5be4ab29-31f4-4e3b-a323-c0c4b773c791,BA,Oftalmodiagnose,ASSEFAZ,CONVENIO,2012-07-26,2024-12-01,2025-12-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 12/2025,,,,NaT
f4c00ec4-b6fc-425e-ae2f-6c8bc5086d42,BA,Otorrino Center,ASSEFAZ,CONVENIO,2019-11-01,2023-11-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,3.5,,4.0,Reajuste atrasado por falta de retorno da operadora,,,,NaT
ec4981b4-39e3-47fe-b454-0e44eab39cd4,BA,Oftalmodiagnose,ASTEBA IRECE,CONVENIO,2021-01-04,NaT,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,ATRASO DE REAJUSTE POR FALTA DE RETORNO DA OPERADORA,,,,NaT
5922f214-dd2d-4429-82ab-a4c6b9ce6cb5,BA,Oftalmodiagnose,ASTEBA PAULO AFONSO,CONVENIO,NaT,NaT,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,ATRASO DE REAJUSTE POR FALTA DE RETORNO DA OPERADORA,,,,NaT
9fdaab4d-e875-4a47-9ce6-4f8555ad89e8,BA,DH,BACEN,CONVENIO,NaT,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,mes de reajuste 9/2025,,,,NaT
3492c48f-37ec-480c-b03a-a4a2064aef5c,BA,IOF,BACEN,CONVENIO,2018-01-01,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 09/2025,,,,NaT
549a9f1a-1dde-407f-9a23-a40cc196147e,BA,Oftalmodiagnose,BACEN,CONVENIO,2010-10-27,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 09/2025,,,,NaT
1c180c54-2ba7-4313-8dd8-a31c33308286,BA,Otorrino Center,BACEN,CONVENIO,NaT,2024-04-01,2025-04-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,3.5,,4.0,MÊS DE REAJUSTE 09/2025,,,,NaT
369bb106-e9c9-4cb2-a73c-7573cbf0f9a3,BA,DH,BLUE,CONVENIO,2025-02-21,NaT,2026-02-21,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
176d7b74-f92e-4089-b8cc-1fc668f49c6d,BA,IOF,BLUE,CONVENIO,2025-01-29,NaT,NaT,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
21ab0285-2cfc-497e-b99d-2a18f5e8e454,BA,Oftalmoclin,BLUE,CONVENIO,2025-01-29,NaT,NaT,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,CONTRATO INICIADO ESSE ANO,,,,NaT
eba233cb-bc62-40ef-a459-46d8b72149cc,BA,Oftalmodiagnose,BLUE,CONVENIO,2024-12-19,NaT,2025-12-19,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE MATRIZ,,,,NaT
3110a8b2-0bd4-483b-93d9-e895d8fe8e69,BA,DH,BRADESCO,CONVENIO,2020-12-03,2024-04-05,2025-04-05,REALIZADO,DANIELA,3.5000000000000004,2025-05-06,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
e79c65e1-ebdb-429d-8cf9-a62b4f4453fa,BA,IOF,BRADESCO,CONVENIO,2013-10-01,2024-03-12,2025-03-01,REALIZADO,DANIELA,3.5000000000000004,2025-05-06,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
0dc2ba0b-076a-4a83-814f-8384b909b3a4,BA,IOV,BRADESCO,CONVENIO,2015-11-13,2024-03-12,2025-03-01,REALIZADO,DANIELA,3.5000000000000004,2025-05-06,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
93c998dd-714d-4c41-87f2-d618adb494d6,BA,Oftalmoclin,BRADESCO,CONVENIO,2019-02-20,2024-03-01,2025-03-01,REALIZADO,DANIELA,3.5000000000000004,2025-05-06,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
77d88d10-3f22-4002-b397-168555fb82e2,BA,Oftalmodiagnose,BRADESCO,CONVENIO,NaT,2024-04-05,2025-04-05,REALIZADO,DANIELA,3.5000000000000004,2025-05-06,,,,,,,Impantado no sistema  - Reajuste feito automaticamente .,,,,NaT
df5b1ddb-76ea-4290-8f0d-293e05346e1f,BA,Otorrino Center,BRADESCO,CONVENIO,2004-06-01,2024-04-05,2025-04-05,REALIZADO,DANIELA,3.5000000000000004,2025-05-06,,,,3.5,,4.0,NEGOCIAÇÃO NACIONAL,,,,NaT
adc9becd-d392-4fd2-bc09-606816664d00,BA,DH,BRASIL SAUDE,CONVENIO,2023-10-26,2025-05-01,2025-05-01,REALIZADO,TAMARA,3.5000000000000004,2025-04-23,3.5,3.5,3.5,3.5,,,,,,,NaT
79fcc5c9-1e3d-492a-b174-dc9ebf52f84b,BA,DH,CAMED,CONVENIO,2021-05-01,2024-04-29,2025-04-29,REALIZADO,TAMARA,3.5000000000000004,2025-11-04,3.5,3.5,3.5,3.5,,,UNIDADE EUNÁPOLIS,,,,NaT
3c908ab1-682f-439b-b45f-f9c340ffc07e,BA,IOF,CAMED,CONVENIO,2017-09-11,2024-09-11,2025-09-11,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 09/2025,,,,NaT
b8107c43-ba53-4088-8e01-293ea22f8554,BA,Oftalmoclin,CAMED,CONVENIO,2020-08-31,2024-12-24,2025-12-24,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,MÊS DE REAJUSTE 12/2025,,,,NaT
84893bdb-a5af-4c4f-b107-dfe0ff9cc5a8,BA,Oftalmodiagnose,CAMED,CONVENIO,2018-06-21,2024-06-21,2025-06-21,REALIZADO,TAMARA,3.5000000000000004,2025-02-24,3.5,3.5,3.5,3.5,,,UNIDADE MATRIZ,,,,NaT
385c0383-3d80-494c-8ad2-a3d1223c2e1f,BA,Otorrino Center,CAMED,CONVENIO,2019-01-18,2025-01-18,2026-01-18,REALIZADO,TAMARA,3.5000000000000004,2025-11-04,3.5,3.5,3.5,3.5,,4.0,,,,,NaT
2f4271a5-ee99-4bb5-b44b-6014ee529af1,BA,DH,CAPESESP,CONVENIO,2004-02-27,2022-10-13,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,2.53,2.53,,,,,"UNIDADE ITG. NEGOCIADO 2,53% PARA 2025 ESTAMOS AGUARDANDO ENVIO DO ADITIVO",,,,NaT
5e981141-48b9-48fa-89d7-9952eb6a2950,BA,IOF,CAPESESP,CONVENIO,2015-12-01,2023-03-01,2024-03-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,AGUARDANDO OPERADORA ENVIAR ADITIVO,,,,NaT
fef5e51d-b4b7-48b7-8f08-52341ab8d499,BA,Oftalmodiagnose,CAPESESP,CONVENIO,2004-08-03,2025-02-13,2026-02-13,REALIZADO,TAMARA,3.5000000000000004,2025-02-01,2.53,2.53,2.53,2.53,,,UNIDADE MATRIZ,,,,NaT
89244be0-19a2-447b-bf30-1f9fdf896fde,BA,Otorrino Center,CAPESESP,CONVENIO,2004-01-14,2024-10-01,2025-10-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,2.53,2.53,2.53,2.53,,4.0,"reajuste negociado em 2025 IPCA 2,53% PARA INICIAR EM 01/10/2025",,,,NaT
43495f77-9aef-4967-937c-1305f1d25ffd,BA,DH,CASSEB,CONVENIO,2007-03-26,2025-04-01,2026-04-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,3.7,2.5,3.7,3.7,,,"UNIDADE ITB, REAJUSTE APLICADO APENAS NAS CONSULTAS, PACOTES AINDA EM NEGOCIAÇÃO",,,,NaT
1a26ab2d-b06a-4a00-b9e4-f674484ae34e,BA,IOF,CASSEB,CONVENIO,2002-08-02,2025-04-01,2025-04-01,REALIZADO,TAMARA,3.5000000000000004,2025-04-01,2.05,2.05,2.05,,,,IMPLANTADO,,,,NaT
fbd27461-8c74-4766-95d8-da8f9c03f503,BA,IOV,CASSEB,CONVENIO,2008-12-11,2020-09-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,"REAJUSTE APLICADO APENAS NAS CONSULTAS, PACOTES AINDA EM NEGOCIAÇÃO",,,,NaT
39db4ee4-6831-4841-a69b-237a7d8b2a51,BA,Oftalmodiagnose,CASSEB,CONVENIO,2003-05-30,2025-04-01,2026-04-01,REALIZADO,TAMARA,3.5000000000000004,2025-04-01,,2.5,2.5,,,,AGUARDANDO NEGOCIAÇÃO DOS PACOTES,,,,NaT
d28defdb-c440-4b59-9f22-2756c472563b,BA,Otorrino Center,CASSEB,CONVENIO,2002-08-19,2024-04-01,2025-04-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,3.7,2.5,3.7,3.7,,4.0,"REAJUSTE APLICADO APENAS NAS CONSULTAS, PACOTES AINDA EM NEGOCIAÇÃO",,,,NaT
0471be12-d018-4c4a-9831-b3efdaf4ef51,BA,DH,CASSI,CONVENIO,2024-05-24,2023-10-13,2025-05-24,EM ATRASO,DANIELA,3.5000000000000004,NaT,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
d3071cf4-dc1c-4a84-964e-b06b63c649c3,BA,IOF,CASSI,CONVENIO,2005-02-16,2023-10-13,2025-10-01,EM ATRASO,DANIELA,3.5000000000000004,NaT,,,,,,,Negociação nacional,,,,NaT
576ebcb1-a8a6-4b99-9e62-f1aa9b5b47a7,BA,IOV,CASSI,CONVENIO,2011-02-10,2023-10-13,2025-01-01,EM ATRASO,DANIELA,3.5000000000000004,NaT,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
3a7dad9c-6b0c-41dd-a251-28110fda84ba,BA,Oftalmoclin,CASSI,CONVENIO,2018-07-31,2023-10-13,2025-01-01,EM ATRASO,DANIELA,3.5000000000000004,NaT,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
826fdef4-c74c-476c-984a-a7947d29aa2a,BA,Oftalmodiagnose,CASSI,CONVENIO,2018-07-31,2023-10-13,2025-01-01,EM ATRASO,DANIELA,3.5000000000000004,NaT,,,,,,,UNIDADE MATRIZ NEGOCIAÇÃO NACIONAL,,,,NaT
c24044f4-b78d-48c0-99d4-4f707f4c1b8a,BA,Otorrino Center,CEF,CONVENIO,2012-08-15,2025-03-01,2026-03-01,REALIZADO,TAMARA,3.5000000000000004,2025-03-01,,4.7,,3.5,,4.0,,,,,NaT
40b79d66-ec88-405a-8e95-19eb463eff36,BA,IOF,CORREIOS,CONVENIO,2018-03-11,2024-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
114cb79a-e36e-4f86-873d-14ae8c2bfcaf,BA,IOF,EXERCITO,PUBLICO,2011-01-01,NaT,NaT,-,TAMARA,3.5000000000000004,NaT,,,,,,,CONTRATO PÚBLICO/NÃO CABE REAJUSTE,,,,NaT
b22e362d-1480-434a-a933-3d011ead03da,BA,DH,EXPRESSO BR,CONVENIO,2004-08-23,NaT,NaT,-,TAMARA,3.5000000000000004,NaT,,,,,,,PARCERIA,,,,NaT
08bb4d3e-a009-4e32-9ce6-b0326614c77a,BA,DH,FACHESF,CONVENIO,NaT,2023-09-28,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE ITG,,,,NaT
9492d087-49f0-40e4-a845-585286cb8c71,BA,IOF,FACHESF,CONVENIO,2017-02-02,2023-09-30,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
25a072ec-2edf-40d1-b356-21803dea883d,BA,IOV,FACHESF,CONVENIO,2016-11-10,2023-09-30,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
206552cc-cdd0-4ef4-b817-de321e832d98,BA,Oftalmoclin,FACHESF,CONVENIO,2019-04-17,2024-09-20,2025-09-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
c6976e9b-8cdc-4859-8761-484d259f1d39,BA,Oftalmodiagnose,FACHESF,CONVENIO,2018-04-17,2024-10-01,2025-10-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE MATRIZ,,,,NaT
8c9aa7fb-2dd2-424a-a0e5-b5ba58edf74c,BA,Otorrino Center,FACHESF,CONVENIO,2022-02-14,2023-01-19,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,3.5,,4.0,,,,,NaT
dfccc884-0665-4114-9c29-1e545b45d252,BA,Oftalmoclin,FACHESF DIRETO,CONVENIO,2017-06-19,2024-09-20,2025-09-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
fdc79c7b-ffe8-4ac5-bc8f-7af9d9284c02,BA,DH,FUSEX,CONVENIO,2024-05-21,NaT,2025-05-21,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE HBA CONTRATO PUBLICO,,,,NaT
76cad877-b20f-4e12-a8ba-640a40b95e07,BA,IOF,FUSEX,PUBLICO,2011-01-01,NaT,NaT,-,TAMARA,3.5000000000000004,NaT,,,,,,,CONTRATO PÚBLICO/NÃO CABE REAJUSTE,,,,NaT
e9dd7378-9e90-4f5f-b3f1-beddf24279e5,BA,DH,GAMA,CONVENIO,2021-08-31,2023-04-25,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE ITB,,,,NaT
12b45b1f-5771-4874-aefc-70196f709f2a,BA,IOF,GAMA,CONVENIO,2019-10-01,2023-03-24,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,DEMORA DA OPERADORA,,,,NaT
b5cf3251-6360-418d-98d4-eaf04d831a7e,BA,Oftalmoclin,GAMA,CONVENIO,2017-03-09,2023-04-25,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,DEMORA DA OPERADORA,,,,NaT
00f57335-fe41-4561-846e-0e24eec19bae,BA,Oftalmodiagnose,GAMA,CONVENIO,2009-02-01,2023-04-25,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE MATRIZ,,,,NaT
d1cb4f13-599b-41a8-8744-f7fa077e4b7f,BA,DH,GEAP,CONVENIO,2021-05-17,2023-06-10,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,Reajuste atrasado por falta de retorno da operadora,,,,NaT
82157eee-c1f7-4495-a5c6-2c05630fc66a,BA,IOF,GEAP,CONVENIO,2015-11-25,2023-06-29,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
f94db1ca-f2a5-4cc9-8d77-1cfd3306daa8,BA,DH,GNDI,CONVENIO,2006-08-23,NaT,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,"UNIDADE ITAIGARA, NÃO CONSEGUIMOS ESTAMOS TENDORETORNO NOS EMAILS ENVIADOS, SEM CONTATO FUNCIONAL",,,,NaT
a717fdd8-6b8d-4b8d-b5b6-9ae61c72773e,BA,Oftalmodiagnose,HAPVIDA,CONVENIO,2017-05-31,2023-09-01,2025-09-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,Reajuste atrasado por falta de retorno da operadora,,,,NaT
9e674e76-6f49-4241-a036-70863138396d,BA,Otorrino Center,HAPVIDA,CONVENIO,2011-11-14,2022-11-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,3.5,,4.0,Reajuste atrasado por falta de retorno da operadora,,,,NaT
fdd9a23b-33a7-48a7-9e59-43e8e9b4cc16,BA,DH,LIFE EMPRESARIAL,CONVENIO,2007-10-16,2022-06-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE ITB Reajuste atrasado por falta de retorno da operadora,,,,NaT
486c8c1b-2b5a-448f-aa2e-300ee44675da,BA,Oftalmoclin,LIFE EMPRESARIAL,CONVENIO,2010-02-18,2023-04-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,DEMORA DA OPERADORA,,,,NaT
7cc5e690-502e-4b37-89b4-04a7b2324d95,BA,DH,MEDISERVICE,CONVENIO,NaT,2022-10-05,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,Negociação nacional,,,,NaT
55f86aee-10fb-492a-bb2b-637dd34082fb,BA,IOF,MEDISERVICE,CONVENIO,2015-11-11,2024-03-12,2025-03-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
e0463a1d-f893-419e-97d4-2ee02da3702e,BA,IOV,MEDISERVICE,CONVENIO,2013-05-10,2024-03-12,2025-03-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
a5714ce7-59e7-4a8c-8004-0796dc8a2a32,BA,Oftalmoclin,MEDISERVICE,CONVENIO,2020-08-13,2024-03-01,2025-03-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,NEGOCIAÇÃO NACIONAL,,,,NaT
6e48e949-ab35-40b9-a099-468ceadde9f8,BA,Oftalmodiagnose,MEDISERVICE,CONVENIO,2018-11-27,2024-04-05,2025-04-05,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE MATRIZ,,,,NaT
83ce22f3-7968-4f26-b9e0-0c55aafcf811,BA,Otorrino Center,MEDISERVICE,CONVENIO,2013-08-09,2022-10-05,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,3.5,,4.0,,,,,NaT
20c82b50-e56f-476a-b7d7-df96d69037d8,BA,DH,METRA,CONVENIO,2008-04-10,2020-11-01,2025-01-01,EM ATRASO,TAMARA,3.5,NaT,,,,,,,UNIDADE ITB,,,,NaT
d003193e-24e6-4a09-839b-baddb76c8574,BA,Oftalmodiagnose,NORDESTE SAUDE,CONVENIO,2017-07-01,NaT,NaT,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,CONVÊNIO SUSPENSO POR FALTA DE PAGAMENTO,,,,NaT
b1fff301-0734-420c-8073-0c35a803670b,BA,DH,OMINT SAÚDE,CONVENIO,2014-04-01,2023-11-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,UNIDADE ITAIGARA,,,,NaT
8974fd26-7382-4426-bfd9-64da527cb244,BA,Oftalmoclin,OMINT SAÚDE,CONVENIO,2018-05-04,2024-11-01,2025-11-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,,,,,NaT
0f77103b-136f-4911-8413-32c1047bdce9,BA,DH,PASA,CONVENIO,2020-11-10,2023-08-01,2025-01-01,EM ATRASO,TAMARA,3.5000000000000004,NaT,,,,,,,Estamos em negociação de reajuste,,,,NaT
605a378b-9d77-4678-aafb-c813925999f8,BA,DH,PETROBRAS,CONVENIO,2018-08-01,2025-03-01,2026-03-01,REALIZADO,TAMARA,3.5000000000000004,2025-08-01,3.5,3.5,3.5,3.5,,,AGUARDANDO ENVIO DO ADITIVO P/ IMPLANTAÇÃO NO SISTEMA,,,,NaT
cec1070d-fb28-4949-93dc-3c88c5fee5c1,BA,IOF,PETROBRAS,CONVENIO,2016-08-01,2025-03-01,2025-03-01,NO PRAZO,TAMARA,3.5000000000000004,NaT,3.5,3.5,3.5,3.5,,3.5,AGUARDANDO ENVIO DO ADITIVO P/ IMPLANTAÇÃO NO SISTEMA,,,,NaT
f52ff1fd-8e11-4070-80c9-17f2ff4db68d,BA,Oftalmoclin,PETROBRAS,CONVENIO,2016-06-01,2025-03-01,2025-03-01,REALIZADO,TAMARA,3.5000000000000004,2025-03-01,3.5,3.5,3.5,3.5,3.5,3.5,,,,,NaT
d9d79c3a-21b0-41cb-bc70-74401a21ebe5,BA,Oftalmodiagnose,PETROBRAS,CONVENIO,2018-06-08,2025-03-01,2026-03-01,REALIZADO,TAMARA,3.5000000000000004,2025-03-01,3.5,3.5,3.5,3.5,,,UNIDADE MATRIZ,,,,NaT
